,hash,author,date,commit_message,is_merge,lines_changed,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,radon_LOC,radon_LLOC,radon_SLOC,radon_comments,radon_avg_cc,radon_avg_MI,radon_avg_vocabulary,radon_avg_length,radon_avg_volume,radon_avg_difficulty,radon_avg_effort,radon_avg_time,radon_avg_bugs
0,b90d3537880c6d3a9540aefcb05521b4008635d4,xuanqinanhai,2013-08-15 02:47:59+00:00,添加新的请求方式，支持直接URL传入,False,14312,102,14210,0.2870546468872829,0.24800304298212247,0.2684163813870927,126,77,113,2,1.75,61.05868907827431,11.5,13.5,47.68486645538237,1.9682539682539684,95.84239856405013,5.324577698002785,0.015894955485127454
1,bc82e6c18089289f8f12017812407489756b8c9f,xuanqinanhai,2013-08-22 11:16:06+00:00,开始支持yun.baidu.com的分享链接格式,False,17,6,11,,,,126,77,113,2,1.75,61.05868907827431,11.5,13.5,47.68486645538237,1.9682539682539684,95.84239856405013,5.324577698002785,0.015894955485127454
