,hash,author,date,commit_message,is_merge,codebase_size,lines_changed,total_lines_changed,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing
374,56d4cdb1503358575ba5561fccabb1ff2dadd892,Oz Nahum Tiram,2015-05-03 09:46:34+00:00,Update to version v0.13.9,False,5490,8,20326,4,4,,,
375,c389105fa091d034946dde412453314098a0f7b5,Oz Nahum Tiram,2015-05-03 09:49:43+00:00,Update to version v0.13.10,False,5490,4,20330,2,2,,,
376,7731e29574e625c3de85cb4ab753fc39a192f29b,areski,2015-07-30 10:33:47+00:00,try to fix doc example,False,5490,2,20332,1,1,,,
377,2b70bec5b1ae3faecfe95ac3d395b1c2b54f5484,areski,2015-07-30 14:33:40+00:00,fix in documentation and examples,False,5492,82,20414,42,40,,,
378,8787dbd2e4eff97a57e0c002e89c37e5773e4242,areski,2015-08-04 21:47:12+00:00,rename and delete examples,False,5177,315,20729,0,315,,,
379,52deaca26266a80d11381099f2456c5fcdc69913,areski,2015-08-16 13:57:01+00:00,fix linePlusBarChart focus - thanks @dnqbob,False,5216,51,20780,45,6,0.0,1.0,1.0
380,d123c2b55272c92a1093ab00a64868ad353be523,areski,2015-10-27 22:24:18+00:00,run test on python 3.4 & 3.5,False,5218,8,20788,5,3,,,
381,ec9ad31004cd36c90f326862b1143ac4e50a950e,djchou,2015-10-29 03:44:43+00:00,"Update for jupyter compatibility

In Jupyter, the _ip.__module__ is 'ipykernel.zmqshell', which did not start with 'iPython'.  This prevented the remaining code from running.",False,5218,2,20790,1,1,,,
382,ab666e82698c7b3c17c3cf46c52efee3b3e84fb4,areski,2015-11-11 15:20:32+00:00,bump requirements,False,5219,11,20801,6,5,,,
383,e408e54c496eb60f482af5e0fe1f799379f3f099,areski,2015-12-09 17:53:10+00:00,update project structure,False,5259,234,21035,137,97,0.9534883720930233,0.9534883720930233,0.9534883720930233
384,18112153cf76ba1e9750145c486db1947fa8c325,areski,2015-12-09 17:55:21+00:00,Update to version v0.14.0,False,5259,4,21039,2,2,,,
385,58a5fba7abb59f9350e357e8d302a3b2843f7ad6,Bolke de Bruin,2018-03-26 13:47:27+00:00,[fix] Update python-slugify to at least 1.2.5 - thanks @bolkedebruin,False,5258,9,21048,4,5,,,
386,f9f811ebc5abd625d63da79e936d9015497b5f58,areski,2018-03-26 13:53:21+00:00,Update to version v0.15.0,False,5258,4,21052,2,2,,,
387,dc8e772597ed72f413b229856fc9a3318e57fcfc,areski,2020-10-29 12:23:45+00:00,[fix](examples) update for Python3,False,5259,9,21061,5,4,,,
